00000000000000001000_17097.jpg,2958,1545,184,62,3142,1607
00000000000000001000_15959.jpg,315,1173,199,50,514,1223
00000000000000001000_15959.jpg,2966,1821,189,68,3155,1889
00000000000000001000_7634.jpg,2593,847,110,69,2703,916
00000000000000001000_7634.jpg,2795,1500,185,62,2980,1562
00000000000000001000_17972.jpg,2127,713,110,25,2237,738
00000000000000001000_17972.jpg,3956,1348,125,45,4081,1393
00000000000000001000_17972.jpg,969,1599,196,56,1165,1655
00000000000000001000_2464.jpg,374,149,75,18,449,167
00000000000000001000_2464.jpg,1324,266,91,21,1415,287
00000000000000001000_2464.jpg,1336,802,132,31,1468,833
00000000000000001000_2464.jpg,299,1097,184,45,483,1142
00000000000000001000_2494.jpg,300,1097,184,46,484,1143
00000000000000001000_2494.jpg,2944,1492,178,62,3122,1554
00000000000000001000_15278.jpg,933,148,76,15,1009,163
00000000000000001000_15278.jpg,2815,1579,186,62,3001,1641
00000000000000001000_23238.jpg,3983,1543,108,48,4091,1591
00000000000000001000_1058.jpg,1518,387,96,21,1614,408
00000000000000001000_1058.jpg,2245,1416,174,50,2419,1466
00000000000000001000_1058.jpg,3806,1417,134,46,3940,1463
00000000000000001000_590.jpg,805,108,71,14,876,122
00000000000000001000_590.jpg,233,171,79,15,312,186
00000000000000001000_590.jpg,1282,791,134,32,1416,823
00000000000000001000_590.jpg,3762,1257,134,42,3896,1299
00000000000000001000_2949.jpg,601,1242,136,46,737,1288
00000000000000001000_8434.jpg,3923,1343,135,46,4058,1389
00000000000000001000_327.jpg,1962,901,136,37,2098,938
00000000000000001000_327.jpg,1086,1392,198,58,1284,1450
00000000000000001000_23188.jpg,2726,1463,173,56,2899,1519
00000000000000001000_9954.jpg,1007,144,84,16,1091,160
00000000000000001000_9954.jpg,453,289,88,19,541,308
00000000000000001000_9954.jpg,1934,563,106,25,2040,588
00000000000000001000_19366.jpg,719,319,102,22,821,341
00000000000000001000_19366.jpg,2856,1686,178,62,3034,1748
00000000000000001000_5449.jpg,393,149,63,24,456,173
00000000000000001000_5449.jpg,1452,326,88,20,1540,346
00000000000000001000_5449.jpg,340,873,167,43,507,916
00000000000000001000_5449.jpg,2723,1724,182,60,2905,1784
00000000000000001000_12158.jpg,1093,592,121,27,1214,619
00000000000000001000_12158.jpg,2511,825,111,30,2622,855
00000000000000001000_12158.jpg,2912,1794,185,68,3097,1862
00000000000000001000_11747.jpg,1125,609,129,30,1254,639
00000000000000001000_11747.jpg,2049,526,102,24,2151,550
00000000000000001000_11548.jpg,2155,1576,183,58,2338,1634
00000000000000001000_6954.jpg,282,224,92,18,374,242
00000000000000001000_6954.jpg,1531,308,92,20,1623,328
00000000000000001000_6954.jpg,2182,1176,161,46,2343,1222
00000000000000001000_7469.jpg,2989,1820,133,61,3122,1881
00000000000000001000_5259.jpg,620,1234,192,52,812,1286
00000000000000001000_5259.jpg,3612,1263,138,40,3750,1303
00000000000000001000_5259.jpg,3191,1624,180,65,3371,1689
00000000000000001000_3419.jpg,579,259,103,22,682,281
00000000000000001000_3419.jpg,2759,1438,182,53,2941,1491
00000000000000001000_18474.jpg,2984,1627,163,56,3147,1683
00000000000000001000_19991.jpg,706,1425,211,56,917,1481
00000000000000001000_19991.jpg,3061,1712,196,58,3257,1770
00000000000000001000_221.jpg,608,1405,199,55,807,1460
00000000000000001000_221.jpg,3545,1124,132,40,3677,1164
00000000000000001000_1482.jpg,1775,433,113,24,1888,457
00000000000000001000_1482.jpg,2523,1397,174,56,2697,1453
